Quantite,Prix
3,2.549523529776998
3,2.551771687832698
3,2.553492253306473
3,2.553877028410355
3,2.554934675135449
3,2.560262500168168
3,2.561491998471322
3,2.5628907937821737
3,2.562894270075283
3,2.5645123673016563
4,2.565012186182763
4,2.567416364428052
4,2.5680037933650297
4,2.571162376194639
4,2.572533200042006
4,2.573112800425207
4,2.5769223814487887
4,2.5774638000700776
4,2.5776838582204356
4,2.578893491746424
4,2.5828619440978287
4,2.583163339144491
4,2.5834842174527495
4,2.585213458042656
4,2.587328001595001
4,2.5875120179912727
4,2.587519180529835
4,2.587841915274307
4,2.588414879802631
4,2.5890313472378814
4,2.5913589344440986
4,2.5923765189911983
4,2.595223994068345
4,2.5964526927759373
4,2.5994462461780152
4,2.6028815363888462
4,2.603838769126117
4,2.605009696520135
4,2.605609084252034
4,2.6061576787117957
4,2.606426308385089
4,2.615676481576074
4,2.6170714128221277
4,2.6174154999782964
4,2.6210047792470945
4,2.622238940828911
4,2.6232938494067
4,2.6236302816549397
4,2.6239353838755477
4,2.6271096597402597
4,2.6302843315626845
4,2.6311030712031034
4,2.6322333028592197
4,2.6329537558616245
4,2.636499191253307
4,2.636803024953892
4,2.6389864559053287
4,2.639206078767117
4,2.6410856213821248
4,2.6430773071063918
4,2.6431467449981803
4,2.6447198102547382
4,2.645869408005403
4,2.646427083518809
4,2.646519922943053
4,2.64694209271045
4,2.647738475064074
4,2.650346985433668
4,2.6536814039445815
4,2.6549186238938027
4,2.6571880906468586
4,2.6582772946979
4,2.6600864627561087
4,2.6656458772589353
4,2.6673760117040715
4,2.669363332982538
4,2.674021910939956
4,2.675714188688673
4,2.676261047270792
4,2.67707041420109
4,2.678284141940587
4,2.680371968057532
4,2.6805243796653144
4,2.6849187422072696
4,2.689002027145868
4,2.6954764274978515
4,2.6958511211184337
4,2.696336816650021
4,2.6964170561952727
4,2.698611844647175
4,2.701669441397783
4,2.7029601636945877
4,2.703554190392591
4,2.7050348272624056
4,2.711263000015176
4,2.7130328220131545
4,2.7139702287731104
4,2.714358982870664
4,2.715990743911167
4,2.716842307814076
4,2.721790734913011
4,2.7220987452014818
4,2.7271218823354886
4,2.730777328912069
4,2.732961013623136
4,2.7379419359638284
4,2.7385494193200124
4,2.739731281949684
4,2.740885473321093
4,2.7423787795846586
5,2.7433391160700396
5,2.7449172549250918
5,2.745815953487938
5,2.7469081130622257
5,2.747545411293423
5,2.748728523199066
5,2.7487557224674646
5,2.7494556701252506
5,2.7523642862873388
5,2.752993688658325
5,2.7546757619091444
5,2.754920924385736
5,2.756269216212722
5,2.758290933451004
5,2.758668310731178
5,2.7600975359108446
5,2.761212151541237
5,2.7620638655007532
5,2.7699086660674546
5,2.771365918278068
5,2.771998698610723
5,2.7744463339667114
5,2.778445000414056
5,2.779294156029586
5,2.7808361428358985
5,2.7831985224247866
5,2.7845422164882763
5,2.785000051996505
5,2.7864609366459803
5,2.791149200220133
5,2.792878415170293
5,2.793716252922117
5,2.7968829184606356
5,2.798984102628115
5,2.799891222756031
5,2.802920168782581
5,2.8072410303851107
5,2.8124150675795008
5,2.814570130719183
5,2.8170120421654588
5,2.818391179025202
5,2.8241787950210053
5,2.8256123927912853
5,2.8272429453651853
5,2.830362667668595
5,2.8320550666784925
5,2.833470239342823
5,2.8345816568743416
5,2.834854608385591
5,2.838537767080137
5,2.8393709489553025
5,2.8395549272607497
5,2.8415585367909166
5,2.8417228997726838
5,2.8496695246514783
5,2.8500140892026984
5,2.852457666342321
5,2.85667197668306
5,2.8570840392706245
5,2.8580025708936816
5,2.858750685521933
5,2.861521561568779
5,2.8616873935343996
5,2.8623676171112535
5,2.862402273093508
5,2.86310388429537
5,2.8660148676774426
5,2.873169411743959
5,2.8735593296529984
5,2.8736443513401824
5,2.8737561910332055
5,2.8742590066036904
5,2.874624374154177
5,2.8762665413410886
5,2.878130699177021
5,2.8819971544000893
5,2.885325460962026
5,2.8885753132548686
5,2.888809370377171
5,2.8908420229022838
5,2.8933712252332953
5,2.8954519308784583
5,2.8977408325754617
5,2.899275098662823
5,2.900638054830896
5,2.900875568718739
5,2.906787833772537
5,2.9089547901305863
5,2.9113403981301325
5,2.9115639051917483
5,2.9120748908731002
5,2.912260254361044
5,2.9133793760537046
5,2.913610359240142
5,2.9147526980912843
5,2.9191677993106744
5,2.922575304249399
6,2.924701612057529
6,2.927058252600226
6,2.927180926847484
6,2.9285630802912017
6,2.928567302120655
6,2.9299821347959636
6,2.9330132125618604
6,2.935162565831156
6,2.9353695548779974
6,2.938566188148407
6,2.9400744625752893
6,2.9418378855782024
6,2.9422811036540786
6,2.942940949337917
6,2.945760226023335
6,2.945851598934304
6,2.946357112172983
6,2.9479199681744426
6,2.952780358378959
6,2.9528381667598183
6,2.959230358407602
6,2.9607521891531583
6,2.9672573534032445
6,2.9676144865213203
6,2.970126781650663
6,2.97022424543227
6,2.9708975556233845
6,2.971184628074237
6,2.9722548487410023
6,2.9723862410036013
6,2.9737049997412868
6,2.974795253975966
6,2.9772753975722708
6,2.980938096043154
6,2.981012687544787
6,2.9823812468288082
6,2.9829403129791814
6,2.984793528868316
6,2.9852047215802564
6,2.9943466696051217
6,2.9955518108502375
6,2.997976585194838
6,2.9983727702897838
6,2.9996930773612895
6,3.0037198327420285
6,3.004987971394918
6,3.0072488592978637
6,3.007620072723519
6,3.0086947592466764
6,3.012773661392316
6,3.013424501680248
6,3.0220641402065063
6,3.0225959577881767
6,3.022928395037571
6,3.02692829897326
6,3.0314969005783006
6,3.035419835513242
6,3.0359942892625966
6,3.036223804947163
6,3.0363666019374236
6,3.0364739557147615
6,3.038567787923487
6,3.038978062574575
6,3.0390793378869496
6,3.043104240079323
6,3.0434045566227645
6,3.043417831593146
6,3.0467409953208566
6,3.049386674623534
6,3.0496932434340103
6,3.0530244465074077
6,3.053524553201335
6,3.0556984013885042
6,3.0574495073494994
6,3.058004511522526
6,3.058592983246296
6,3.061011843324195
6,3.0647731737332613
6,3.0668462250078825
6,3.0683340804039325
6,3.0709157010335346
6,3.0712628627276857
6,3.0712840134745747
6,3.071530657047248
6,3.0727631072329515
6,3.07428401462991
6,3.076385159486513
6,3.076443151881989
6,3.0772991026546492
7,3.077430175031271
7,3.0794626023010743
7,3.0803083347498834
7,3.0803467883831637
7,3.0804697856744987
7,3.081925416997148
7,3.08229885387561
7,3.0854626996671755
7,3.087643739255789
7,3.0879403480989502
7,3.0882132527751978
7,3.0907857484349357
7,3.0932189291144567
7,3.093319069084494
7,3.096257642821925
7,3.0980225979740297
7,3.101033483507308
7,3.1105106476010675
7,3.1105924097620807
7,3.111676890318197
7,3.11352994505679
7,3.1146385210929246
7,3.1167359223573037
7,3.116999168753072
7,3.1184989235524547
7,3.1199713953601176
7,3.1240325591481017
7,3.1241640221341562
7,3.125708591244212
7,3.1268478940180167
7,3.128165443395737
7,3.129226888006997
7,3.1348261643985644
7,3.135502838728687
7,3.1368827368031695
7,3.1370559211209823
7,3.1408240237489586
7,3.141862366926688
7,3.1425957485392324
7,3.1428817103152866
7,3.143577710525779
7,3.1436298629659376
7,3.146307796592371
7,3.1463218962505657
7,3.146983101181224
7,3.152510781023956
7,3.154068406332307
7,3.1560335416312455
7,3.1622017934422253
7,3.163102779868101
7,3.1658116997780823
7,3.168811904146164
7,3.170266389879739
7,3.1712490649262044
7,3.171342420516698
7,3.1752006199689404
7,3.178597864712426
7,3.180894848808734
7,3.1849033165990264
7,3.1892158478232737
7,3.1902403163926643
7,3.1921497669135093
7,3.19288045776155
7,3.197763466765597
7,3.197885701262294
7,3.202830190208232
7,3.2060319108244606
7,3.2071164321160524
7,3.2094215762449387
7,3.2158899721557397
7,3.216422822350694
7,3.2169163240398504
7,3.217498320749609
7,3.219167602806227
7,3.219227958526229
7,3.221411025154314
7,3.2223268445896096
7,3.2224061607101717
7,3.2251197188195917
7,3.2269188912029314
7,3.227209688526898
7,3.229400849033315
7,3.229752494811553
7,3.233221542084692
7,3.234549956336309
7,3.235285614037977
7,3.237628013951049
7,3.2404036155410942
7,3.2427312080699977
7,3.243711220844684
7,3.243844041841811
8,3.244647570648578
8,3.245280213739324
8,3.2495028449390055
8,3.2510244818089404
8,3.252219687443919
8,3.2530399823178904
8,3.2569352145401496
8,3.259034487232121
8,3.259587665877813
8,3.2602061513647946
8,3.2603150327139936
8,3.2609820360108337
8,3.2615022496281583
8,3.2616843527640462
8,3.2619514674773633
8,3.263151777706007
8,3.265997142084391
8,3.266599888059492
8,3.2728447392316298
8,3.2732984053064307
8,3.274351023780497
8,3.276005293951151
8,3.279903670420328
8,3.287722553575545
8,3.2880016015940114
8,3.2898816585989863
8,3.29027972985039
8,3.292230818565038
8,3.2922473452177456
8,3.292521172570506
8,3.2925396379357004
8,3.2938471881515206
8,3.2967703097920094
8,3.298373789884298
8,3.298944794628053
8,3.300221063069749
8,3.3006799361866044
8,3.3007037391508405
8,3.303954852130289
8,3.3042324392150064
8,3.306672432845467
8,3.3122853037476077
8,3.312785361137596
8,3.323127865300677
8,3.3286851737349785
8,3.3286941152412233
8,3.3297588478440794
8,3.3297713186615354
8,3.3301420548564167
8,3.331595971353078
8,3.341470864890489
8,3.3420706247116385
8,3.3420973053646854
8,3.3429126799800066
8,3.3461603374057916
8,3.3498057468303095
8,3.351113128360815
8,3.354023671470866
8,3.354209028721101
8,3.3550389992411063
8,3.355492738257123
8,3.355613799860425
8,3.357195183994513
8,3.360001844733432
8,3.3625036555365995
8,3.3650401033734134
8,3.3659344572129726
8,3.370073784754524
8,3.372628460629638
8,3.3727055366045064
8,3.374030422724168
8,3.3833545992071663
8,3.385991469466081
8,3.3866068061347754
8,3.389393040866146
8,3.3899663726821956
8,3.395048217811315
8,3.3962894587262262
8,3.396735355801635
8,3.397416722609659
8,3.3975211758328285
8,3.398889019474847
8,3.4005391086497454
8,3.4009204184953
8,3.4014292687775836
8,3.401658025035907
8,3.405872040274403
8,3.408167683482617
8,3.408322191892818
8,3.4086054928099294
8,3.4115469456308567
8,3.4122964424590094
8,3.4156602752854077
8,3.4195402191125375
8,3.4205019956471183
8,3.420901020540647
8,3.424758934070134
8,3.429233761665728
8,3.430473915637492
8,3.4317091979828795
8,3.432731711530611
8,3.4334636518942503
8,3.4412497772212447
8,3.442749391191363
8,3.4464689926758894
8,3.4469711184780394
8,3.4484315539968016
8,3.45186881580279
8,3.452124506639503
8,3.452357753096173
8,3.4533118344873692
8,3.45470005807681
8,3.4554601996944143
8,3.456009466870359
8,3.456224673765007
9,3.457255292205403
9,3.457475885734464
9,3.45990866872625
9,3.4601864497918378
9,3.4603081952036128
9,3.461102563608115
9,3.4618207418183538
9,3.4629674895708646
9,3.463705118942695
9,3.4656500489278805
9,3.4666580730299543
9,3.4682909731964884
9,3.468451698943607
9,3.4714787517000545
9,3.4728394338854507
9,3.4738362768683295
9,3.475181399643123
9,3.4759596951491893
9,3.485055829479311
9,3.487337264177768
9,3.4890887649645244
9,3.489807906658047
9,3.4906047763660943
9,3.490622725012173
9,3.492310855335198
9,3.494385216498955
9,3.495790608422112
9,3.500573264451674
9,3.5022823824590077
9,3.5030766710610024
9,3.510876549616931
9,3.51100094708508
9,3.5120438771425633
9,3.5136782119608903
9,3.515138472725166
9,3.5267758168970715
9,3.5271856327774422
9,3.5298087589441636
9,3.531005888814356
9,3.5340866537664013
9,3.536333870580851
9,3.5368345037821243
9,3.5390875367079353
9,3.539963089474881
9,3.5441768374710882
9,3.54517601047149
9,3.5460393009809827
9,3.546262263136793
9,3.5530401079669716
9,3.5544581270999913
9,3.5614173221031926
9,3.5623405464661104
9,3.562666930101596
9,3.563592312524843
9,3.5641189817387833
9,3.564816995415491
9,3.5655739992365376
9,3.5678833714340286
9,3.5683199114333917
9,3.5683676229300154
9,3.573225129114757
9,3.5756782823831266
9,3.5770277992822344
9,3.578542701602558
9,3.5808454113290082
9,3.5896215300395085
9,3.5984657425257183
9,3.601498051066219
9,3.6053891465604835
9,3.6062016376409254
9,3.609356107354131
9,3.613755878578715
9,3.614317132561073
9,3.615253772467046
9,3.616735138354052
9,3.617240118734067
9,3.6178034404340096
9,3.619227734525097
9,3.6205757650344843
9,3.6221268368122317
9,3.6227206078726404
9,3.6237619370920164
9,3.624096517045299
9,3.631904474353096
9,3.636083934421041
9,3.638786972652383
9,3.6393902305086776
9,3.63943952420788
9,3.641674556663915
9,3.642579024446455
9,3.6430592027745234
9,3.643525424619522
9,3.643730671311097
9,3.6438312675272044
9,3.6442097017518975
9,3.647592463414991
9,3.652182259959215
9,3.6530650388771093
9,3.6531811831113004
9,3.6537515834788827
9,3.655314660114872
9,3.655413169743394
10,3.6576306148024322
10,3.658690732774822
10,3.659348559103254
10,3.6617826147778985
10,3.662701787090878
10,3.663234549594815
10,3.6646561293313233
10,3.6668013707776446
10,3.667756375124192
10,3.6677784916016947
10,3.6680173570698145
10,3.6683714909369414
10,3.66921141649744
10,3.670926949305443
10,3.6712657011495544
10,3.672432868944451
10,3.6737429299757522
10,3.674691556369954
10,3.676539336265094
10,3.6768345645366374
10,3.6773933685970164
10,3.6784759454737426
10,3.678717084969712
10,3.6826325787381684
10,3.682838138404758
10,3.6829838288420014
10,3.6847563055827983
10,3.6855084069812527
10,3.686693460469545
10,3.6874997882092373
10,3.6878096617722136
10,3.6925332324288718
10,3.6929822753287027
10,3.6934845060668913
10,3.693489525443603
10,3.6939413002751564
10,3.6943155564692773
10,3.695026166737133
10,3.6971767281736767
10,3.6988042413798006
10,3.7025403301975643
10,3.70378919543937
10,3.704609092128514
10,3.7047696492679236
10,3.705011921274199
10,3.710028726490833
10,3.7106675929765203
10,3.714334180873056
10,3.71639224599312
10,3.7167903048614903
10,3.719832702658735
10,3.720155029800523
10,3.72124466326828
10,3.7241505483153183
10,3.726329641199051
10,3.727822602843915
10,3.7355514446434945
10,3.7386184471888377
10,3.7393601740384064
10,3.740950060677502
10,3.7446020983285457
10,3.746238273459955
10,3.750634145811084
10,3.7578008512699803
10,3.758601755639827
10,3.762282468437924
10,3.7631691910546756
10,3.7657192026444584
10,3.7666163025855006
10,3.766666364138562
10,3.7667153392823565
10,3.7668285982568186
10,3.77115362542353
10,3.7716301569869835
10,3.7717354685326647
10,3.7728972681394772
10,3.7760700008478594
10,3.7765543482620068
10,3.779245356471449
10,3.7832827135500793
10,3.785264306466132
10,3.78561174023962
10,3.786576971263301
10,3.7879956227497757
10,3.7902634701256055
10,3.7943441632716635
10,3.796661400612635
10,3.8012566475053546
10,3.8014669778415673
10,3.803277444182868
10,3.8040760673089444
10,3.8051093923510315
10,3.806817353842476
10,3.8113498200162255
10,3.8150430649156633
10,3.8158331838994926
11,3.8199912491556347
11,3.820324430229995
11,3.8206122724183835
11,3.8232985118659855
11,3.824221146619447
11,3.824662144564776
11,3.8253231845665
11,3.827930461861154
11,3.8281216160846725
11,3.8292464718923824
11,3.829783945662019
11,3.8313940848699737
11,3.8314481872142068
11,3.831569009437004
11,3.8340980481782267
11,3.8345494709051415
11,3.8377747279161127
11,3.8420185053430913
11,3.844104664419312
11,3.8441433025927196
11,3.844842663671759
11,3.8505470857831448
11,3.852771389809824
11,3.8530513145097984
11,3.8567624141167585
11,3.857041161207029
11,3.857485492850273
11,3.859869778265498
11,3.860266020871755
11,3.866924421527653
11,3.8685026128820788
11,3.873104309816103
11,3.874309597006203
11,3.875334514931918
11,3.875470539654195
11,3.876091814315423
11,3.8777447854306963
11,3.8871707560510345
11,3.8872992147832726
11,3.8881925255118546
11,3.8889819140416932
11,3.89188793427914
11,3.892041575650371
11,3.8936659872641677
11,3.8966085318355397
11,3.8983491979043023
11,3.9042953397370077
11,3.908914470821646
11,3.909863148486888
11,3.909972153632051
11,3.9171069000271466
11,3.9198009771340594
11,3.9203136801840373
11,3.9206233911490713
11,3.9247951558691163
11,3.9271996337617807
11,3.930333199419408
11,3.93035759775783
11,3.9308349031464545
11,3.9324511274280134
11,3.933471664759125
11,3.934115419778255
11,3.9355797747845003
11,3.9395228070880997
11,3.940102245722855
11,3.9416088651820758
11,3.9420961664769862
11,3.942627823208724
11,3.947712000827753
11,3.9547237562870237
11,3.9551314910828026
11,3.9606822001225837
11,3.9615741834614866
11,3.9616344649770348
11,3.961771389849204
11,3.9624211792821775
11,3.9635503727215706
11,3.9637040085757462
11,3.965858082162491
11,3.969241276230342
11,3.9698773827515588
11,3.971157307213577
11,3.9736975317437135
11,3.9751589117189603
11,3.9757760789333325
11,3.9780100789839814
11,3.97846533012061
11,3.978564884497782
11,3.980690032867244
11,3.983975302845
11,3.984035693192741
11,3.9841282563105835
11,3.9861098387951266
12,3.9862653779583503
12,3.9886661585656107
12,3.9964658027936437
12,4.000208972960463
12,4.000896991631903
12,4.001670043931716
12,4.002594017766885
12,4.00692971872372
12,4.009618063249977
12,4.0100696817038095
12,4.011169867169919
12,4.015348810718203
12,4.018817340220224
12,4.020907598471382
12,4.025254909912576
12,4.026159729742782
12,4.026700874424511
12,4.0279398369097255
12,4.029595290983282
12,4.029708173002351
12,4.02985199578735
12,4.030271206294145
12,4.032715674740677
12,4.033196087182839
12,4.035424539903218
12,4.035974616086641
12,4.036879298690572
12,4.040406254252286
12,4.042835763173452
12,4.043212756328826
12,4.046404254081031
12,4.0468546076743745
12,4.048287709832916
12,4.048738554422259
12,4.051318482046412
12,4.052668858714551
12,4.053860714095965
12,4.054080616417103
12,4.0542643371442075
12,4.060346863242712
12,4.060405125505259
12,4.064565671798739
12,4.0685228230285855
12,4.0713288268541525
12,4.0728415477281565
12,4.073106326980408
12,4.075855122966487
12,4.076611483895382
12,4.0768451434814175
12,4.077429322183795
12,4.078587560580507
12,4.081016928034199
12,4.082040593525857
12,4.08299364339506
12,4.084212694355214
12,4.0848242661163425
12,4.08513630858692
12,4.087242542915819
12,4.087797417528662
12,4.088000232630021
12,4.090797740234624
12,4.092767009848492
12,4.093896531729454
12,4.094721516598884
12,4.099472671308016
12,4.10128042431689
12,4.104221204295829
12,4.108557050510102
12,4.109957962201808
12,4.111204599580599
12,4.1147706773585035
12,4.1159916066041085
12,4.117239512873308
12,4.118948425274153
12,4.12282158406356
12,4.1238853794441255
12,4.124654566784258
12,4.126470493648593
12,4.132780436600667
12,4.13359010971239
12,4.133651309586028
12,4.139805179241716
12,4.142995019974357
12,4.144804615811164
12,4.144942745726128
12,4.145593341149777
12,4.146799752276566
12,4.151154558465215
12,4.153481380067715
12,4.153958749129769
12,4.154341963147921
12,4.1553765281426305
12,4.1562988797168146
12,4.159424442762834
12,4.15973910524335
12,4.161685142003369
12,4.163950739889978
12,4.164750224457764
12,4.165061730043821
12,4.165967700556941
12,4.169542676764147
12,4.170584764473531
12,4.1707729282834
12,4.170888645912367
12,4.17471032782332
12,4.176104401191239
13,4.1770133043007025
13,4.177747216333323
13,4.179337144178863
13,4.180887047545889
13,4.181128330345338
13,4.184612402075524
13,4.187980278244584
13,4.191178410240271
13,4.198170025536097
13,4.19863782806495
13,4.2016039803282155
13,4.203580799725303
13,4.206805364029323
13,4.208758365102636
13,4.208901017298359
13,4.209963411547847
13,4.210806035023005
13,4.212505683458538
13,4.2127931980428865
13,4.2131849907610395
13,4.213960299775106
13,4.2147739668698705
13,4.216057179617696
13,4.220573506035194
13,4.22324519260046
13,4.2249229273130915
13,4.228325206798903
13,4.232747813814113
13,4.233191003817705
13,4.234156599478283
13,4.236229395275011
13,4.237605093562973
13,4.239935889433987
13,4.240684372169955
13,4.242777030258058
13,4.244317259966074
13,4.244663929655573
13,4.2463234344180005
13,4.247352437586903
13,4.247776602473449
13,4.248656990852762
13,4.253489520576638
13,4.255981119258028
13,4.256327134709936
13,4.256341688196009
13,4.25690674816139
13,4.2570337939841405
13,4.2628406114337345
13,4.269553567087042
13,4.269767668587589
13,4.270949458532604
13,4.2712376092419575
13,4.273259013149602
13,4.2741927739570755
13,4.274651428938128
13,4.276513199926386
13,4.280791605230242
13,4.281475098937014
13,4.281633912901354
13,4.285600627493089
13,4.285838566312801
13,4.291540074017213
13,4.291553328169924
13,4.2924850593438535
13,4.293680202103342
13,4.295440698859922
13,4.295849242520649
13,4.296258298843647
13,4.297782572971478
13,4.298262744231474
13,4.303008784745337
13,4.304004883396448
13,4.305302003460005
13,4.305661196260051
13,4.306299759288185
13,4.306426397932501
13,4.306787882741535
13,4.307450783679814
13,4.307525906180205
13,4.3076321564008175
13,4.311067742493195
13,4.3135497141935595
13,4.31637947937158
13,4.317292871034043
13,4.318812366516294
13,4.321016470212507
13,4.321110374010344
13,4.323449726985167
13,4.323628106782248
13,4.330928996567126
13,4.331036740020499
13,4.334015396976207
13,4.3363709255540694
13,4.336558503149103
14,4.34036143226662
14,4.341178685267799
14,4.34504136027766
14,4.347302735270425
14,4.3482422557674525
14,4.351194968137987
14,4.3523570569816386
14,4.353957814759571
14,4.356474034996955
14,4.356545903786278
14,4.356904798739448
14,4.359025080172213
14,4.362049683316581
14,4.362823445688848
14,4.362911940731422
14,4.363250841977315
14,4.3640988230068185
14,4.364643164794394
14,4.365580861315188
14,4.36768547402635
14,4.369235038009721
14,4.374829737860555
14,4.377709297489156
14,4.378116917009262
14,4.379373678466147
14,4.379800051834199
14,4.380709014153345
14,4.381326465934379
14,4.382215558322333
14,4.384986055490765
14,4.386077572878836
